judul,dosen
IMPLEMENTASI PEMBELAJARAN BAHASA ARAB DENGAN METODETAMYIZ PADA SISWA DI SMPIT ALMUNADI MEDAN,"Dr.Ali Imran Sinaga,M.Ag"
Penerapan Strategi Pembelajaran Reading Guide Pada Mata Pelajaran Aqidah Akhlak di MTs Insan Cita Medan,"Dr.Rizka Harfiani,M.Psi"
Obeservasi Syariah: Tinjauan Praktik Periklanan Pada Kantor Cabang Bank Aceh Syariah di Kota Medan,"Khairunnisa,S.E.,M.M"
Pembelajaran Pendidikan Agama Islam Dalam Khuruj Gerakan Jama‟ah Tabligh Masjid Madani Desa Manunggal Kecamatan Labuhan Deli,"Dr.Ellisa Fitri Tanjung,M.A"
STRATEGI GURU AKIDAH DAN AKHLAK DALAM MENINGKATKAN KEDISIPLINAN BELAJAR SISWADI MTS NURUL IMAN PADANG REBA,Dr.Syaukhani M.Ed
PERBEDAAN HASIL BELAJAR SISWA MENGGUNAKAN METODE PROBLEM SOLVING DENGAN METODE CERAMAH PADA MATA PELAJARAN FIQIH DI MTs PN 4 MEDAN,Dr.Syaukhani M.Ed
STRATEGI PEMBELAJARAN BACA TULIS AL-QUR`AN DALAM MENINGKATKAN KEMAMPUAN MEMBACA DAN MENULIS AL-QUR`AN PADA SISWA SMP SWASTA PAB 2 HELVETIA,"Dr.Ali Imran Sinaga,M.Ag"
PERBEDAAN HASIL BELAJAR SISWA MENGGUNAKAN METODE PROBLEM SOLVING DENGAN METODE CERAMAH PADA MATA PELAJARAN FIQIH DI MTs PN 4 MEDAN,Dr.Syaukhani M.Ed
STRATEGI PEMBELAJARAN BACA TULIS AL-QUR`AN DALAM MENINGKATKAN KEMAMPUAN MEMBACA DAN MENULIS AL-QUR`AN PADA SISWA SMP SWASTA PAB 2 HELVETIA,"Dr.Ali Imran Sinaga,M.Ag"
PENERAPAN METODE KIBAR DALAM PENINGKATAN BACA TULIS AL-QUR’AN PADA SISWA DI SMP NEGERI 24 MEDAN,"Dr.Ali Imran Sinaga,M.Ag"
PELAKSANAAN METODE PARTNER PADA PROGRAM TAHFIDZ QUR’AN DI RUMAH TAHFIDZ GEMAR AKHWAT MEDAN,"Mahmud Yunus Daulay,MA "
PELAKSANAAN PROGRAM LIGA TAHFIZ DALAM MENINGKATKAN KUALITAS HAFALAN AL-QU’RAN DI YAYASAN PENDIDIKAN JABAL RAHMAH MULIA MEDAN,"Dr.Abd. Rahman,M.Pd"
Strategi Guru Al-Qur’an Hadits Dalam Meningkatkan Kualitas Bacaan Al-Qur’an Siswa Kelas X MAS Plus Al-Ulum Medan,"Dr.junaidi,M.Si"
MANAJEMEN PEMBELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP TERPADU AL-FARABI,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI DALAM MENGHAFAL AL-QUR’AN DI MTs YAPI SIPARE-PARE,"Dr.Rizka Harfiani,M.Psi"
PENGARUH POLA ASUH ORANG TUA TERHADAP MINAT MENGHAFAL AL-QUR’AN SISWA DI SMP AL WASHLIYAH 20,"Nadlrah Naimi,MA"
PENGARUH METODE YANBU’A TERHADAP PENINGKATAN KEMAMPUAN MEMBACA DAN MENULIS AL-QURAN DI MADRASAH TSANAWIYAH SWASTA CENDEKIA,"Mavianti,M.A"
ANALISIS MODEL PEMBELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP MUHAMMADIYAH 7 MEDAN,"Dr.Munawar Pasaribu,MA"
PEMIKIRAN PENDIDIKAN BERTRAND RUSSELL DAN IMPLIKASINYA TERHADAP PENDIDIKAN ISLAM,"Dr.Arwin Juli Rakhmadi,MA"
PENGARUH PENERAPAN PROGRAM TILAWAH DI MAS PAB 2 HELVETIA TERHADAP PENINGKATAN KEFASIHAN MEMBACA AL-QUR'AN,"Dr.junaidi,M.Si"
PENGARUH METODE AMTSAL TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMK SWASTA YWKA MEDAN,"Dr.Juli Maini Sitepu,S.Psi.,MA"
PENGARUH PENGGUNAAN METODE IMLA’ TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN BACA TULIS AL-QUR’AN DI MTs SWASTA NAHDHATUL ISLAM MANCANG,"Dr.Hasrian Rudi,M.Pd.I"
STRATEGI GURU PENDIDIKAN AGAMA ISLAM DALAM PEMBIASAAN IBADAH PADA SISWA DI SMP MUHAMMADIYAH 57 MEDAN,"Drs.Mario Kasduri,MA"
KONTRIBUSI PENDIDIKAN AL-ISLAM KEMUHAMMADIYAHAN DALAM PEMBINAAN IBADAH SISWA DI SMP MUHAMMADIYAH 57 MEDAN,"Dr.Muhammad Qorib,MA"
PENERAPAN GANZE METHOD PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP IT IQRA’ MEDAN,"Dr.Rizka Harfiani,M.Psi"
ANALISIS TRANSAKSI PENGALIHAN HUTANG (TAKE OVER) DENGAN AKAD MURABAHAH PADA PT. BANK SYARIAH INDONESIA CABANG RANTAU PRAPAT,"Dr.Abd. Rahman,M.Pd"
PENGARUH PENGGUNAAN METODE ACTIVE LEARNING TIPE CARD SORT TERHADAP HASIL BELAJAR SISWA PADA MATA PELAJARAN FIQIH DI MTs PN 4 MEDAN,"Dr.Ellisa Fitri Tanjung,M.A"
KONVERSI BUKU AJAR PENDIDIKAN AGAMA ISLAM (PAI) SMP MENJADI MODUL BERBASIS CONTEXTUAL LEARNING,"Dr.Nurzannah,M.Ag"
Analisis Kelayakan Buku Ajar Pendidikan Agama Islam Kelas VIII Smp Negeri 38 Medan,"Dr.Zailani,M.A"
PENERAPAN METODE MUSTAQILLI PADA MATA PELAJARAN BAHASA ARAB DI MTsPN 4 MEDAN,"Dr.Hasrian Rudi,M.Pd.I"
PENGGUNAAN MEDIA GRAFIS DALAM PEMBELAJARAN FIQIH UNTUK MEMPERMUDAH PEMAHAMAN SISWA KELAS 9 DI MTsN KARO,"Dr.Mario Kasduri,M.A"
PENGARUH PENGGUNAAN METODE JOYFULL LEARNING TERHADAP HASIL BELAJAR FIQIH DI MAS AISYIYAH BINJAI,"Dr.Nurzannah,M.Ag"
PENGARUH PENERAPAN METODE SNOWBALL THROWING TERHADAP MOTIVASI BELAJAR SISWA PADA MATA PELAJARAN AQIDAH AKHLAK DI MTs AISYIYAH BINJAI,"Nadlrah Naimi,MA"
EFEKTIVITAS PEMBELAJARAN METODE TASMI’ DALAM MENGHAFAL AL-QURAN DI MTS IBADURRAHMAN STABAT,"Dr.Ali Imran Sinaga,M.Ag"
PENERAPAN METODE TEAM GAME TOURNAMENT PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMP DINDA HAFIDZAH,"Drs.Mario Kasduri,MA"
PEMBERDAYAAN MASJID SEBAGAI SARANA PENDIDIKAN ISLAM BAGI REMAJA MASJID AL-ITTIHAD PULO BRAYAN BENGKEL,"Dr.Robie Fanreza,M.Pd.I"
MANAJEMEN PROGRAM DURUS IDHAFIYAH DI MAHAD ABU UBAIDAH BIN AL JARRAH,"Dr.Hasrian Rudi,M.Pd.I"
PENDIDIKAN ADAB DALAM PERSPEKTIF PEMIKIRAN IMAM NAWAWI DALAM KITAB AT-TIBYAN FI ADABI HAMALATIL QURAN,"Dr.Zailani,M.A"
FAKTOR-FAKTOR YANG MEMPENGARUHI PRESTASI KERJA KARYAWAN PADA BANK MUAMALAT BALAIKOTA MEDAN,"Isra Hayati,S.Pd.,M.Si"
ANALISIS PENGELOLAAN DANA TA'ZIR BAGI NASABAH WANPRESTASI DALAM MENINGKATKAN KEDISIPLINAN NASABAH PADA PT. BPRS PUDUARTA INSANI,"Dr.Abd. Rahman,M.Pd"
IMPLEMENTASI METODE T3+M1 DALAM PENINGKATAN KUALITAS MENGHAFAL QUR’AN DI YAYASAN PENDIDIKAN QUR’ AN KISARAN,"Dr.Zailani,M.A"
STRATEGI PENGELOLAAN PROGRAM EKSTRAKURIKULER TAHFIDZ AL – QUR’AN DI MTS ISLAMYAH MEDAN,"Nadlrah Naimi,MA"
Problematika Penerapan Kurikulum Merdeka Dalam Pembelajaran Pendidikan Agama Islam Di SMP Negeri 38 Medan,"Dr.Rizka Harfiani,M.Psi"
PROFESIONALISME GURU DALAM PENERAPAN KURIKULUM MERDEKA BELAJAR PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI UPT SMP NEGERI 5 MEDAN,"Dr.Akrim,S.Pd.I,M.Pd"
Penggunaan Metode Talaqqi Berbantu Media Iqra’ Klasikal Pada Program Tahsinul Qur’an Di Ma’had Fajar Islam.,"Dr.junaidi,M.Si"
IMPLEMENTASI PENDIDIKAN KARAKTER PADA PEMBELAJARAN ALQURAN DI SMP IT ALFITYAN SCHOOL MEDAN,"Dr.Norman Ginting,S.Pd.I,M.Pd.I"
PENGARUH MODEL PEMBELAJARAN PROBLEM BASED LEARNING TERHADAP KEMAMPUAN BERPIKIR KRITIS SISWA MATA PELAJARAN SEJARAH KEBUDAYAAN ISLAM DI KELAS XII MA AISYIYAH BINJAI,"Mawaddah Nasution,M.Psi"
PENGARUH PENERAPAN MURAJA’AH DENGAN METODE ONE DAY ONE AYAT TERHADAP PENINGKATKAN HAFALAN AL-QUR’AN DI TPQ UWAISY AL-QORNI,"Mawaddah Nasution,M.Psi"
IMPLEMENTASI MEDIA PEMBELAJARAN AUDIO VISUAL DALAM MENDUKUNG KURIKULUM MERDEKA BELAJAR PADA MATA PELAJARAN PENDIDIKAN AGAMA ISLAM DI SMA SWASTA DHARMA UTAMA,"Dr.Hasrian Rudi,M.Pd.I"
METODE PENDIDIKAN AKHLAK MENURUT IBNU TAIMIYAH DALAM KITAB TAZKIYATUN NAFS,"Dr.Muhammad Qorib,MA"
EVALUASI PROGRAM PEMBELAJARAN TILAWAH QUR’AN MENGGUNAKAN MODEL CIPP DI MTS SWASTA CENDEKIA,Dr.Syaukhani M.Ed
MANAJEMEN PROGRAM SENI BACA AL-QUR’AN DI MTSN TOBA SAMOSIR,"Dr.Abd. Rahman,M.Pd"
IMPLEMENTASI METODE MUBASYAROH PADA MATA PELAJARAN BAHASA ARAB DI PONDOK PESANTREN AR-RAUDLATUL HASANAH MEDAN,"Dr.Arwin Juli Rakhmadi,MA"
MODEL PEMBELAJARAN PENDIDIKAN AGAMA ISLAM BERBASIS MULTIMEDIA DALAM MEMOTIVASI BELAJAR SISWA KELAS VIIA DI SMP NEGERI 1 SAWIT SEBERANG,"Dr.Ellisa Fitri Tanjung,M.A"
PENERAPAN METODE YANBU’A PADA PROGRAM TAHSIN TILAWAH AL QUR’AN DI SMK NEGERI I TEBING TINGGI,"Dr.Abd. Rahman,M.Pd"
Implementasi Kurikulum Berbasis Aqidah Islam di STP SMP Khoiru Ummah Medan,"Dr.Nurzannah,M.Ag"
STRATEGI GURU MENANAMKAN NILAI-NILAI AKHLAK DALAM KEHIDUPAN BERAGAMA SISWA DI SMP PLUS ANBATA,"Dr.Nurzannah,M.Ag"
IMPLEMENTASI MEDIA KARTU HABITS SANG HAFIZ PADA PROGRAM TAHFIZ QUR’AN DI MTS PLUS YAYASAN PENDIDIKAN UMMUL QURAA TEMBUNG,"Dr.Hasrian Rudi,M.Pd.I"
